Fecha de inicio,Contacto: Id. de contacto,Tipo de Evento,ID del Evento,Experiencia General,Duracion,Calidad de Alimentos,Interaccion con exalumnos,Interaccion con profesores
44119,0032M00002YSsoo,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001NIQKw,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001AVo7d,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001h8W4N,Tec 360,EVN-0192863,5,4,4,4,5
44119,0034100001UPklr,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001hBKlW,Tec 360,EVN-0192863,5,4,4,5,5
44119,0034100000zfMHr,Tec 360,EVN-0192863,5,4,3,5,5
44119,0034100000ygleD,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001kBePI,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100002UCuSD,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001hCHz3,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001kEMzm,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100000yiz8w,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001JtZsJ,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001kFExz,Tec 360,EVN-0192863,5,4,4,5,5
44119,0034100001ywf8B,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001kBeDg,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001hBIFg,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001OM8Jj,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001eBjD1,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001revvm,Tec 360,EVN-0192863,4,4,4,5,4
44119,003410000157RWj,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001ex6OK,Tec 360,EVN-0192863,4,4,4,5,4
44119,00341000022rsOW,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001mnAnC,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001rfEwK,Tec 360,EVN-0192863,5,4,4,4,5
44119,0034100001FbG0r,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001L2mrZ,Tec 360,EVN-0192863,4,4,4,5,4
44119,003410000157U3Q,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001w7Sx4,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001i4Hnv,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001eDrfs,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001Cl6t6,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001L1siS,Tec 360,EVN-0192863,5,4,4,4,3
44119,0034100001CngyV,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001kEhLw,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001ZSwL9,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001oxPaN,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001JtPo6,Tec 360,EVN-0192863,5,4,4,5,5
44119,0034100001BCDeA,Tec 360,EVN-0192863,5,4,4,5,5
44119,0034100001exLOn,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100000s5pjX,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100000yhype,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001Llf6p,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100000yimiP,Tec 360,EVN-0192863,4,4,4,4,5
44119,0034100001NFfGe,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001hBl6P,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001MmFTb,Tec 360,EVN-0192863,5,4,4,4,5
44119,0034100001J5Ee7,Tec 360,EVN-0192863,4,4,4,4,4
44119,0032M00002fLy2m,Tec 360,EVN-0192863,4,4,4,4,5
44119,0034100001LnpRH,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001LnlLD,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001qYJFI,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001Lnr0s,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001WqI0p,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100000yfsec,Tec 360,EVN-0192863,4,4,4,4,4
44119,00341000022rDzZ,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001oDT3e,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100000zfMGo,Tec 360,EVN-0192863,5,4,4,5,5
44119,0034100001oDT5u,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100000zgF8u,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001I4txz,Tec 360,EVN-0192863,4,4,4,5,4
44119,00341000021L7uN,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100000s5pSg,Tec 360,EVN-0192863,4,4,3,5,5
44119,00341000018uAy5,Tec 360,EVN-0192863,5,4,4,5,4
44119,0032M00002d7Dwj,Tec 360,EVN-0192863,5,4,4,4,4
44119,00341000012fue0,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001L2mhs,Tec 360,EVN-0192863,4,4,4,5,4
44119,00341000015JpmX,Tec 360,EVN-0192863,4,4,4,5,4
44119,003410000157MA0,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001LoIVV,Tec 360,EVN-0192863,4,4,4,5,4
44119,0033f0000042ejh,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001JtZsd,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001L1RlN,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100000ygwjN,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001AV24E,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001Fd1Sn,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100000zfu1k,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001mnAn7,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100000yFZ9O,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001kBeKw,Tec 360,EVN-0192863,5,4,4,4,4
44119,00341000012iRlF,Tec 360,EVN-0192863,5,4,3,5,4
44119,0034100000zgUEX,Tec 360,EVN-0192863,5,4,4,4,5
44119,0034100001FbG7X,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001plzXo,Tec 360,EVN-0192863,4,4,4,4,4
44119,00341000012hOiH,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001Lo8mn,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001ClzcV,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001MpFIU,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001LnI8m,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001JsXHD,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001fnbY8,Tec 360,EVN-0192863,5,4,3,4,4
44119,0034100001OLi2I,Tec 360,EVN-0192863,5,4,4,4,4
44119,0033f000002UQUj,Tec 360,EVN-0192863,5,4,3,5,4
44119,0034100002LG9g1,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001LmNpN,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001kBgR5,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001kCRYP,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100000yfse3,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001LnXon,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001PUqyc,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100000yj3vw,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001rdipm,Tec 360,EVN-0192863,4,4,4,5,4
44119,00341000012gnmq,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001PVAC0,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001ewlmm,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001PWOJI,Tec 360,EVN-0192863,5,4,4,4,5
44119,0034100001PXGQV,Tec 360,EVN-0192863,4,4,5,4,4
44119,0034100001LoIzH,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001FdOQO,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001I3zZL,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001L2mmU,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001PVOLF,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001QGBe8,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001pkOeV,Tec 360,EVN-0192863,5,4,4,5,5
44119,0034100001OLnoq,Tec 360,EVN-0192863,5,3,5,5,4
44119,0034100001LoC2j,Tec 360,EVN-0192863,5,2,4,5,5
44119,003410000157MC6,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100001Mn0qt,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001W6lSc,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001qaECW,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001kBxFW,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001CmVvf,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001PW26o,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001WotNP,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001MoTEf,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001MnRjE,Tec 360,EVN-0192863,5,2,4,5,4
44119,00341000012hH09,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001AUmlm,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001L2mhO,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001MmE4R,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001MoyuE,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001J5chz,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001OKZ9a,Tec 360,EVN-0192863,4,5,5,4,5
44119,0034100001qazlY,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001LoYXr,Tec 360,EVN-0192863,5,5,3,4,4
44119,0034100001dGzjZ,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001kCVQ8,Tec 360,EVN-0192863,4,3,4,4,4
44119,00341000019EDU2,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001kENDZ,Tec 360,EVN-0192863,4,2,4,5,5
44119,00341000027l45Z,Tec 360,EVN-0192863,5,5,4,5,5
44119,00341000015Jpq9,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001gI6Tv,Tec 360,EVN-0192863,5,3,3,4,4
44119,00341000027nBSJ,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001dSDne,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001eC1ko,Tec 360,EVN-0192863,5,2,4,4,4
44119,00341000018TFWV,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001BDJUQ,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001NIQGW,Tec 360,EVN-0192863,5,5,4,5,5
44119,0034100001yxAWY,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001Mn4QH,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100000yfshv,Tec 360,EVN-0192863,5,5,4,4,4
44119,00341000012gE4H,Tec 360,EVN-0192863,4,3,5,4,4
44119,003410000157PYU,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001L1JFd,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100000s5ptE,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001fncyg,Tec 360,EVN-0192863,5,3,4,4,4
44119,00341000018um8D,Tec 360,EVN-0192863,4,2,5,4,4
44119,0034100001CmRj7,Tec 360,EVN-0192863,4,5,4,4,5
44119,00341000019HVB4,Tec 360,EVN-0192863,5,4,4,5,4
44119,003410000157MN3,Tec 360,EVN-0192863,5,2,4,4,5
44119,0034100000zgULm,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001P2hwm,Tec 360,EVN-0192863,5,5,4,5,4
44119,00341000019HULZ,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001eAI7e,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100001J5YbC,Tec 360,EVN-0192863,5,3,3,5,4
44119,003410000157QKW,Tec 360,EVN-0192863,5,3,5,5,4
44119,0034100001L1h9V,Tec 360,EVN-0192863,4,2,4,5,5
44119,0034100001BCwQR,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100001ZU90G,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100000zg45v,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001CneWD,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001ARiFG,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100000ygfLr,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001L0wZF,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001ZSRna,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100000vZbqw,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001Nqjkz,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001PXCJv,Tec 360,EVN-0192863,4,5,4,5,5
44119,0034100000yimij,Tec 360,EVN-0192863,5,5,4,4,5
44119,0034100001JtPWs,Tec 360,EVN-0192863,4,3,3,5,4
44119,0034100001AUTIx,Tec 360,EVN-0192863,4,4,4,5,4
44119,0033f000002UE1A,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100000yh7jH,Tec 360,EVN-0192863,5,4,4,5,5
44119,003410000157RHV,Tec 360,EVN-0192863,5,3,4,5,4
44119,00341000015LWPo,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001TOCxh,Tec 360,EVN-0192863,4,5,4,5,4
44119,00341000012gcKu,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001FeEgB,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001NHlsW,Tec 360,EVN-0192863,4,2,4,4,5
44119,00341000027m6D2,Tec 360,EVN-0192863,5,2,4,4,5
44119,0034100001FbGLp,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001MmFUZ,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001AUTHz,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001FbGsx,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100002XAyHc,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001fmspl,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001dSKUg,Tec 360,EVN-0192863,5,2,4,4,5
44119,0034100001AV24n,Tec 360,EVN-0192863,5,5,4,4,5
44119,0034100001BDx0Q,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001Cl6ft,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100002A27j4,Tec 360,EVN-0192863,5,4,4,5,4
44119,00341000018TFeo,Tec 360,EVN-0192863,4,4,3,4,4
44119,0034100001AUTI9,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001q5t3u,Tec 360,EVN-0192863,4,4,4,5,5
44119,003410000157Ut6,Tec 360,EVN-0192863,5,4,5,4,4
44119,00341000015JqTI,Tec 360,EVN-0192863,5,2,4,4,4
44119,00341000019HUBU,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001dGXPv,Tec 360,EVN-0192863,5,3,4,5,4
44119,003410000157MyF,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001ARpDw,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100000ygtai,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001foFmW,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001LlewD,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001exvNb,Tec 360,EVN-0192863,5,2,4,4,4
44119,0033f000002WRfE,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001J5crA,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001TLYK1,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001tJkNj,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001NsDU3,Tec 360,EVN-0192863,4,3,3,5,4
44119,003410000157Pc9,Tec 360,EVN-0192863,5,4,4,4,4
44119,00341000018TGWh,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001I4u0t,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001LmpR8,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001rg3zr,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001PWLp5,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001JuJdE,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100000yFZCJ,Tec 360,EVN-0192863,5,5,4,4,5
44119,0034100001ZU6Oq,Tec 360,EVN-0192863,4,3,4,4,5
44119,003410000157TeO,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100000vbPUy,Tec 360,EVN-0192863,4,4,4,4,4
44119,003410000157TAY,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001pkJs7,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100000yhyob,Tec 360,EVN-0192863,5,2,4,4,4
44119,0032M00002YW4C0,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001eAAHy,Tec 360,EVN-0192863,5,5,4,4,4
44119,00341000022rDlM,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001I2TZC,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001OLgGE,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001BFFGx,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100000yh7mQ,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001I4uHM,Tec 360,EVN-0192863,5,2,4,4,4
44119,0032M00002fMDnn,Tec 360,EVN-0192863,4,4,4,4,4
44119,00341000012gnP6,Tec 360,EVN-0192863,5,4,4,4,4
44119,00341000012guFE,Tec 360,EVN-0192863,5,4,5,4,4
44119,00341000018PqK1,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001kEq3j,Tec 360,EVN-0192863,5,4,4,4,4
44119,0033f000003G5vK,Tec 360,EVN-0192863,4,4,5,4,4
44119,00341000022rCTk,Tec 360,EVN-0192863,4,4,4,5,5
44119,00341000012geQ3,Tec 360,EVN-0192863,5,5,4,5,4
44119,00341000019Esec,Tec 360,EVN-0192863,4,3,4,4,4
44119,00341000019HV1s,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100001BEYjy,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001ClzeC,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001I3cLM,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001FbGei,Tec 360,EVN-0192863,4,3,4,4,4
44119,003410000257tFB,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001TLNkK,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100000yifyl,Tec 360,EVN-0192863,4,5,4,4,4
44119,003410000157Shl,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001FeIbC,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100000s5p5U,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001BFFHH,Tec 360,EVN-0192863,5,5,4,4,4
44119,00341000012hOpN,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100001J6kZ1,Tec 360,EVN-0192863,5,3,4,5,5
44119,00341000019EsDR,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001LmRJp,Tec 360,EVN-0192863,4,2,4,4,4
44119,00341000018TkPb,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001L0OUJ,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001exLNB,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001dH8tm,Tec 360,EVN-0192863,4,5,4,5,4
44119,00341000012hHKO,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001NtO8j,Tec 360,EVN-0192863,4,5,4,4,5
44119,0034100000zeWWB,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001ATKw0,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100000vUfxy,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001BDiRQ,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001BCUvt,Tec 360,EVN-0192863,5,2,3,5,4
44119,00341000018uB3K,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001h9WG0,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001ASZ87,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001CkgHG,Tec 360,EVN-0192863,4,5,4,5,4
44119,0032M00002btdPx,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001eu2my,Tec 360,EVN-0192863,4,3,4,4,4
44119,00341000015LWBX,Tec 360,EVN-0192863,5,5,4,4,4
44119,0032M00002YWb4Y,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100000s5pnP,Tec 360,EVN-0192863,5,3,4,4,4
44119,003410000157Okx,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001RZUMS,Tec 360,EVN-0192863,5,2,5,4,4
44119,0034100001gJvaZ,Tec 360,EVN-0192863,4,2,4,4,5
44119,0034100000zfu4t,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001W7QeX,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001ZRKoc,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001ClLjv,Tec 360,EVN-0192863,4,4,4,5,5
44119,00341000012gePZ,Tec 360,EVN-0192863,4,4,4,4,4
44119,003410000157Mxa,Tec 360,EVN-0192863,5,4,4,5,5
44119,0034100001J67s3,Tec 360,EVN-0192863,5,4,3,5,4
44119,0034100001I2T24,Tec 360,EVN-0192863,4,3,3,4,5
44119,0034100001dTCuo,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001MnVsl,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100002UEvri,Tec 360,EVN-0192863,4,5,4,4,5
44119,0034100001L2YGf,Tec 360,EVN-0192863,4,4,4,4,5
44119,0034100001hBL9S,Tec 360,EVN-0192863,5,4,4,4,5
44119,0034100001I2UGA,Tec 360,EVN-0192863,4,5,3,5,5
44119,0034100001OLIrm,Tec 360,EVN-0192863,4,3,4,4,4
44119,00341000018TkQe,Tec 360,EVN-0192863,4,5,4,5,4
44119,00341000015Jpkp,Tec 360,EVN-0192863,4,4,4,4,3
44119,0034100001Cng2M,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001o6jfi,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001gIiec,Tec 360,EVN-0192863,5,3,4,4,4
44119,0034100000zfwqf,Tec 360,EVN-0192863,4,2,4,5,4
44119,00341000019EIL7,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001CkgeP,Tec 360,EVN-0192863,4,5,4,4,4
44119,0034100001ZRICh,Tec 360,EVN-0192863,4,2,4,5,4
44119,0034100001AUtPt,Tec 360,EVN-0192863,4,2,4,4,4
44119,0034100001P1rNT,Tec 360,EVN-0192863,4,2,4,5,4
44119,003410000157Lsz,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001gGKsZ,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001AV24Y,Tec 360,EVN-0192863,5,5,4,5,4
44119,0034100001BFolh,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001PW5qD,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001mmkRo,Tec 360,EVN-0192863,4,2,4,4,4
44119,00341000018vtyY,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001MnX2c,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001ARwT6,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001h9Wzn,Tec 360,EVN-0192863,4,2,4,4,5
44119,0034100001fpv2T,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001L2mpi,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001AVo61,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100001FeFSt,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001Lnb8p,Tec 360,EVN-0192863,5,2,4,5,4
44119,0034100001Jta29,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001BFomk,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001rdJFx,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001J6kPk,Tec 360,EVN-0192863,5,4,4,5,4
44119,00341000012ftip,Tec 360,EVN-0192863,4,5,4,5,4
44119,0034100002HC3WN,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001LoDzK,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001h9b5t,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001i4LGK,Tec 360,EVN-0192863,4,4,4,4,4
44119,0034100001FbFnh,Tec 360,EVN-0192863,4,3,4,5,4
44119,00341000018TkSa,Tec 360,EVN-0192863,5,2,4,5,5
44119,0034100001Mos1B,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001CmSI7,Tec 360,EVN-0192863,4,4,4,5,5
44119,0034100001mfA1E,Tec 360,EVN-0192863,4,2,4,5,5
44119,0034100001OKH6R,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001i4hsm,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001OMX6g,Tec 360,EVN-0192863,4,5,5,4,4
44119,0034100001NHgwP,Tec 360,EVN-0192863,5,2,4,5,4
44119,0032M00002bt6Ug,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001h8WAp,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001BCLbJ,Tec 360,EVN-0192863,5,4,4,4,4
44119,0034100001TNBhD,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001ClzeW,Tec 360,EVN-0192863,4,5,4,5,5
44119,0034100001ATKn8,Tec 360,EVN-0192863,5,4,4,4,4
44119,003410000157Q4i,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100000yixLd,Tec 360,EVN-0192863,5,3,4,4,4
44119,003410000157Pf3,Tec 360,EVN-0192863,4,3,4,4,4
44119,0034100001h8QZn,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001BEYcj,Tec 360,EVN-0192863,5,5,3,4,4
44119,00341000012iMgL,Tec 360,EVN-0192863,5,5,4,4,4
44119,0034100001eCwqN,Tec 360,EVN-0192863,5,2,4,4,4
44119,0034100001ZTngN,Tec 360,EVN-0192863,5,5,4,5,4
44119,00341000019HUzc,Tec 360,EVN-0192863,4,2,4,5,4
44119,00341000027jfJI,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001mnpdT,Tec 360,EVN-0192863,4,4,4,5,4
44119,0034100001L1sj1,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001eDlJn,Tec 360,EVN-0192863,5,4,4,5,4
44119,003410000157T9V,Tec 360,EVN-0192863,4,4,4,4,4
44119,003410000157Oi3,Tec 360,EVN-0192863,4,3,4,5,4
44119,0034100001J67o3,Tec 360,EVN-0192863,4,3,4,4,4
44119,00341000012gE33,Tec 360,EVN-0192863,5,2,4,5,5
44119,0034100001Fbq5K,Tec 360,EVN-0192863,4,5,3,4,4
44119,0034100000zf6vg,Tec 360,EVN-0192863,5,3,4,5,4
44119,0034100001Mm6mk,Tec 360,EVN-0192863,5,5,4,4,5
44119,0034100000s6WF2,Tec 360,EVN-0192863,4,4,4,4,5
44119,00341000018TFaX,Tec 360,EVN-0192863,5,4,4,5,4
44119,0034100001ewzOT,Tec 360,EVN-0192863,5,5,4,4,4
